Area,Measure,Rectangle,Species,Year,Values
B,Landings_t_,37G5,WHG,2009,0.3579
A,Landings_t_,41G2,WHG,2009,0.09
A,Landings_t_,40G3,WHG,2009,0.01
A,Landings_t_,40G2,WHG,2009,1.975
A,Landings_t_,39G4,WHG,2009,44.786
A,Landings_t_,39G3,WHG,2009,90.6887
A,Landings_t_,39G2,WHG,2009,4.361
A,Landings_t_,39G1,WHG,2009,0.02
A,Landings_t_,39G0,WHG,2009,0.306
A,Landings_t_,39F9,WHG,2009,0.065
A,Landings_t_,38G4,WHG,2009,32.902
A,Landings_t_,38G3,WHG,2009,156.7113
A,Landings_t_,38G2,WHG,2009,42.04
A,Landings_t_,38G1,WHG,2009,7.759
A,Landings_t_,38G0,WHG,2009,49.97
A,Landings_t_,38F9,WHG,2009,0.249
A,Landings_t_,37G4,WHG,2009,0.1868
A,Landings_t_,37G3,WHG,2009,1.096
A,Landings_t_,37G2,WHG,2009,0.981
A,Landings_t_,37G1,WHG,2009,200.598
A,Landings_t_,37G0,WHG,2009,4.239
B,Landings_t_,44G8,DAB,2009,2.578
B,Landings_t_,44G6,DAB,2009,0.596
B,Landings_t_,43G8,DAB,2009,0.12
B,Landings_t_,42G6,DAB,2009,0.06
B,Landings_t_,41G6,DAB,2009,0.0095
B,Landings_t_,41G5,DAB,2009,0.01
B,Landings_t_,40G5,DAB,2009,0.004
B,Landings_t_,40G4,DAB,2009,0.171
B,Landings_t_,39G7,DAB,2009,0.015
B,Landings_t_,39G5,DAB,2009,0.029
B,Landings_t_,39G4,DAB,2009,0.153
B,Landings_t_,38G5,DAB,2009,0.031
A,Landings_t_,41G2,DAB,2009,4.78
A,Landings_t_,41G1,DAB,2009,2.233
A,Landings_t_,41G0,DAB,2009,0.088
A,Landings_t_,40G3,DAB,2009,0.03
A,Landings_t_,40G2,DAB,2009,17.7
A,Landings_t_,40G1,DAB,2009,12.172
A,Landings_t_,40G0,DAB,2009,44.974
A,Landings_t_,39G4,DAB,2009,2.523
A,Landings_t_,39G3,DAB,2009,3.023
A,Landings_t_,39G2,DAB,2009,5.7
A,Landings_t_,39G1,DAB,2009,51.135
A,Landings_t_,39G0,DAB,2009,62.37
A,Landings_t_,39F9,DAB,2009,41.002
A,Landings_t_,38G4,DAB,2009,2.046
A,Landings_t_,38G3,DAB,2009,11.136
A,Landings_t_,38G2,DAB,2009,82.656
A,Landings_t_,38G1,DAB,2009,66.792
A,Landings_t_,38G0,DAB,2009,377.975
A,Landings_t_,38F9,DAB,2009,7.183
A,Landings_t_,37G4,DAB,2009,0.098
A,Landings_t_,37G3,DAB,2009,0.05
A,Landings_t_,37G2,DAB,2009,43.186
A,Landings_t_,37G1,DAB,2009,307.594
A,Landings_t_,37G0,DAB,2009,52.749
C,Landings_t_,60H4,FPE,2009,0.147
C,Landings_t_,60H3,FPE,2009,1.171
C,Landings_t_,60H2,FPE,2009,1.0532
C,Landings_t_,59H1,FPE,2009,0.924
C,Landings_t_,58H1,FPE,2009,0.5585
C,Landings_t_,57H1,FPE,2009,0.117
C,Landings_t_,56H3,FPE,2009,0.01
C,Landings_t_,56H0,FPE,2009,5.937
C,Landings_t_,56G9,FPE,2009,0.062
C,Landings_t_,55G9,FPE,2009,1.334
C,Landings_t_,55G8,FPE,2009,1.254
C,Landings_t_,54H1,FPE,2009,0.03
C,Landings_t_,54G8,FPE,2009,0.282
C,Landings_t_,54G7,FPE,2009,0.344
C,Landings_t_,53G8,FPE,2009,2.488
C,Landings_t_,53G7,FPE,2009,1.291
C,Landings_t_,52G7,FPE,2009,4.81
C,Landings_t_,51G7,FPE,2009,6.4016
C,Landings_t_,50G8,FPE,2009,0.715
C,Landings_t_,50G7,FPE,2009,17.4737
C,Landings_t_,49G8,FPE,2009,6.322
C,Landings_t_,48H7,FPE,2009,0.02
C,Landings_t_,48H6,FPE,2009,0.01
C,Landings_t_,48H4,FPE,2009,0.029
C,Landings_t_,48G9,FPE,2009,0.041
C,Landings_t_,47G9,FPE,2009,0.01
C,Landings_t_,46H3,FPE,2009,0.014
B,Landings_t_,48G8,FPE,2009,0.142
B,Landings_t_,47G8,FPE,2009,0.083
B,Landings_t_,46G8,FPE,2009,0.07
B,Landings_t_,46G7,FPE,2009,0.787
B,Landings_t_,46G6,FPE,2009,0.387
B,Landings_t_,45H4,FPE,2009,0.8877
B,Landings_t_,45H3,FPE,2009,0.4644
B,Landings_t_,45H1,FPE,2009,0.002
B,Landings_t_,45G9,FPE,2009,0.06
B,Landings_t_,45G7,FPE,2009,0.065
B,Landings_t_,45G6,FPE,2009,1.491
B,Landings_t_,44G7,FPE,2009,0.34
B,Landings_t_,44G6,FPE,2009,2.057
B,Landings_t_,43G7,FPE,2009,0.024
B,Landings_t_,43G6,FPE,2009,0.035
B,Landings_t_,42G6,FPE,2009,0.0205
B,Landings_t_,41G6,FPE,2009,0.001
B,Landings_t_,41G5,FPE,2009,1.508
B,Landings_t_,41G4,FPE,2009,0.115
B,Landings_t_,40H0,FPE,2009,1.7
B,Landings_t_,40G7,FPE,2009,0.008
B,Landings_t_,38G8,FPE,2009,10.1888
B,Landings_t_,38G7,FPE,2009,6.685
B,Landings_t_,38G6,FPE,2009,0.423
B,Landings_t_,37G9,FPE,2009,83.051
B,Landings_t_,37G8,FPE,2009,1.572
B,Landings_t_,37G6,FPE,2009,0.0873
B,Landings_t_,37G5,FPE,2009,0.263
A,Landings_t_,41G2,FPE,2009,0.002
A,Landings_t_,40G3,FPE,2009,0.0095
A,Landings_t_,40G2,FPE,2009,0.853
A,Landings_t_,39G3,FPE,2009,0.006
A,Landings_t_,39G2,FPE,2009,0.375
A,Landings_t_,38G4,FPE,2009,0.268
A,Landings_t_,38G3,FPE,2009,1.738
A,Landings_t_,38G2,FPE,2009,0.067
A,Landings_t_,38G1,FPE,2009,0.336
A,Landings_t_,38G0,FPE,2009,0.865
A,Landings_t_,37G4,FPE,2009,172.8774
A,Landings_t_,37G3,FPE,2009,7.073
A,Landings_t_,37G2,FPE,2009,0.005
A,Landings_t_,36G4,FPE,2009,427.219
A,Landings_t_,36G3,FPE,2009,0.975
B,Landings_t_,38G5,SAN,2009,2.461
B,Landings_t_,37G5,SAN,2009,0.475
A,Landings_t_,39G3,SAN,2009,85.09
A,Landings_t_,39G2,SAN,2009,260.43
B,Landings_t_,43G8,PLE,2009,0.16
B,Landings_t_,41G4,PLE,2009,0.045
B,Landings_t_,40G7,PLE,2009,0.23
B,Landings_t_,40G6,PLE,2009,1.928
B,Landings_t_,40G5,PLE,2009,8.72
B,Landings_t_,40G4,PLE,2009,34.5203
B,Landings_t_,39G8,PLE,2009,0.026
B,Landings_t_,39G7,PLE,2009,1.762
B,Landings_t_,39G6,PLE,2009,13.8105
B,Landings_t_,39G5,PLE,2009,124.3815
B,Landings_t_,39G4,PLE,2009,212.8654
B,Landings_t_,38G9,PLE,2009,0.245
B,Landings_t_,38G8,PLE,2009,0.36
B,Landings_t_,38G7,PLE,2009,1.419
B,Landings_t_,38G6,PLE,2009,4.8945
B,Landings_t_,38G5,PLE,2009,61.7795
B,Landings_t_,37G9,PLE,2009,0.059
B,Landings_t_,37G6,PLE,2009,1.485
B,Landings_t_,37G5,PLE,2009,5.1242
A,Landings_t_,41G2,PLE,2009,30.9655
A,Landings_t_,41G1,PLE,2009,3.12
A,Landings_t_,41G0,PLE,2009,0.778
A,Landings_t_,40G3,PLE,2009,2.33
A,Landings_t_,40G2,PLE,2009,133.0057
A,Landings_t_,40G1,PLE,2009,14.695
A,Landings_t_,40G0,PLE,2009,102.86
A,Landings_t_,40F9,PLE,2009,0.008
A,Landings_t_,39G4,PLE,2009,362.192
A,Landings_t_,39G3,PLE,2009,75.8303
A,Landings_t_,39G2,PLE,2009,13.168
A,Landings_t_,39G1,PLE,2009,82.849
A,Landings_t_,39G0,PLE,2009,139.692
A,Landings_t_,39F9,PLE,2009,36.38
A,Landings_t_,38G4,PLE,2009,127.6193
A,Landings_t_,38G3,PLE,2009,91.279
A,Landings_t_,38G2,PLE,2009,32.516
A,Landings_t_,38G1,PLE,2009,13.657
A,Landings_t_,38G0,PLE,2009,361.969
A,Landings_t_,38F9,PLE,2009,4.661
A,Landings_t_,37G4,PLE,2009,3.9279
A,Landings_t_,37G3,PLE,2009,2.329
A,Landings_t_,37G2,PLE,2009,4.684
A,Landings_t_,37G1,PLE,2009,47.167
A,Landings_t_,37G0,PLE,2009,8.71
A,Landings_t_,36G4,PLE,2009,0.1
C,Landings_t_,54G8,FLX,2009,0.01
C,Landings_t_,50G7,FLX,2009,0.0004
C,Landings_t_,49G8,FLX,2009,0.046
C,Landings_t_,48H4,FLX,2009,0.024
C,Landings_t_,48G9,FLX,2009,0.006
C,Landings_t_,47H3,FLX,2009,0.045
C,Landings_t_,47G9,FLX,2009,0.097
C,Landings_t_,46H3,FLX,2009,0.001
C,Landings_t_,46H2,FLX,2009,0.001
B,Landings_t_,48G8,FLX,2009,0.071
B,Landings_t_,47G8,FLX,2009,0.194
B,Landings_t_,46G8,FLX,2009,0.023
B,Landings_t_,46G7,FLX,2009,0.005
B,Landings_t_,45H4,FLX,2009,0.013
B,Landings_t_,45H3,FLX,2009,0.005
B,Landings_t_,45H2,FLX,2009,0.008
B,Landings_t_,45H1,FLX,2009,0.008
B,Landings_t_,45G9,FLX,2009,0.093
B,Landings_t_,45G7,FLX,2009,0.083
B,Landings_t_,45G6,FLX,2009,0.601
B,Landings_t_,44G9,FLX,2009,0.268
B,Landings_t_,44G8,FLX,2009,1.729
B,Landings_t_,44G6,FLX,2009,0.815
B,Landings_t_,43G9,FLX,2009,1.1115
B,Landings_t_,43G8,FLX,2009,17.3925
B,Landings_t_,43G7,FLX,2009,5.472
B,Landings_t_,43G6,FLX,2009,3.189
B,Landings_t_,42G7,FLX,2009,0.127
B,Landings_t_,42G6,FLX,2009,9.9015
B,Landings_t_,41H0,FLX,2009,19.547
B,Landings_t_,41G9,FLX,2009,0.905
B,Landings_t_,41G7,FLX,2009,0.019
B,Landings_t_,41G6,FLX,2009,2.16
B,Landings_t_,41G5,FLX,2009,1.4933
B,Landings_t_,41G4,FLX,2009,3.106
B,Landings_t_,40H0,FLX,2009,411.697
B,Landings_t_,40G9,FLX,2009,9.168
B,Landings_t_,40G8,FLX,2009,4.128
B,Landings_t_,40G7,FLX,2009,76.789
B,Landings_t_,40G6,FLX,2009,2.252
B,Landings_t_,40G5,FLX,2009,6.7305
B,Landings_t_,40G4,FLX,2009,32.804
B,Landings_t_,39H0,FLX,2009,55.36
B,Landings_t_,39G9,FLX,2009,0.22
B,Landings_t_,39G8,FLX,2009,16.526
B,Landings_t_,39G7,FLX,2009,184.2228
B,Landings_t_,39G6,FLX,2009,103.7984
B,Landings_t_,39G5,FLX,2009,220.373
B,Landings_t_,39G4,FLX,2009,70.5825
B,Landings_t_,38G9,FLX,2009,4.085
B,Landings_t_,38G8,FLX,2009,919.6215
B,Landings_t_,38G7,FLX,2009,520.7195
B,Landings_t_,38G6,FLX,2009,260.0961
B,Landings_t_,38G5,FLX,2009,2310.6694
B,Landings_t_,37G9,FLX,2009,309.518
B,Landings_t_,37G8,FLX,2009,242.247
B,Landings_t_,37G6,FLX,2009,102.1807
B,Landings_t_,37G5,FLX,2009,2344.2685
A,Landings_t_,41G2,FLX,2009,22.634
A,Landings_t_,41G1,FLX,2009,5.115
A,Landings_t_,41G0,FLX,2009,0.11
A,Landings_t_,40G3,FLX,2009,11.412
A,Landings_t_,40G2,FLX,2009,86.6245
A,Landings_t_,40G1,FLX,2009,20.738
A,Landings_t_,40G0,FLX,2009,53.129
A,Landings_t_,39G4,FLX,2009,115.84
A,Landings_t_,39G3,FLX,2009,56.889
A,Landings_t_,39G2,FLX,2009,56.674
A,Landings_t_,39G1,FLX,2009,53.169
A,Landings_t_,39G0,FLX,2009,123.135
A,Landings_t_,39F9,FLX,2009,44.405
A,Landings_t_,38G4,FLX,2009,804.5691
A,Landings_t_,38G3,FLX,2009,578.933
A,Landings_t_,38G2,FLX,2009,90.34
A,Landings_t_,38G1,FLX,2009,18.8
A,Landings_t_,38G0,FLX,2009,267.625
A,Landings_t_,38F9,FLX,2009,13.582
A,Landings_t_,37G4,FLX,2009,1887.5107
A,Landings_t_,37G3,FLX,2009,209.816
A,Landings_t_,37G2,FLX,2009,42.869
A,Landings_t_,37G1,FLX,2009,247.298
A,Landings_t_,37G0,FLX,2009,37.862
A,Landings_t_,36G4,FLX,2009,3.018
A,Landings_t_,36G3,FLX,2009,0.014
28.2,Landings_t_,44H1,FLX,2009,82.767
28.2,Landings_t_,43H1,FLX,2009,80.352
28.2,Landings_t_,43H0,FLX,2009,1.145
28.2,Landings_t_,42H1,FLX,2009,8.419
28.2,Landings_t_,42H0,FLX,2009,31.19
C,Landings_t_,54G8,COD,2009,0.027
C,Landings_t_,54G7,COD,2009,0.002
C,Landings_t_,53G8,COD,2009,1.55
C,Landings_t_,50G8,COD,2009,0.01
C,Landings_t_,50G7,COD,2009,0.003
C,Landings_t_,49G9,COD,2009,21.9215
C,Landings_t_,49G8,COD,2009,10.458
C,Landings_t_,48G9,COD,2009,0.06
C,Landings_t_,47H3,COD,2009,0.002
B,Landings_t_,48G8,COD,2009,0.004
B,Landings_t_,47G8,COD,2009,1.764
B,Landings_t_,46G8,COD,2009,0.045
B,Landings_t_,46G7,COD,2009,0.065
B,Landings_t_,45G7,COD,2009,0.794
B,Landings_t_,45G6,COD,2009,0.169
B,Landings_t_,44G9,COD,2009,0.2385
B,Landings_t_,44G8,COD,2009,1.614
B,Landings_t_,44G7,COD,2009,1.005
B,Landings_t_,44G6,COD,2009,3.6851
B,Landings_t_,43G9,COD,2009,0.2205
B,Landings_t_,43G8,COD,2009,2.6555
B,Landings_t_,43G7,COD,2009,8.505
B,Landings_t_,43G6,COD,2009,17.187
B,Landings_t_,42H0,COD,2009,0.65
B,Landings_t_,42G8,COD,2009,0.649
B,Landings_t_,42G7,COD,2009,1.8778
B,Landings_t_,42G6,COD,2009,36.4776
B,Landings_t_,41H0,COD,2009,52.424
B,Landings_t_,41G9,COD,2009,9.659
B,Landings_t_,41G8,COD,2009,3.159
B,Landings_t_,41G7,COD,2009,5.832
B,Landings_t_,41G6,COD,2009,107.4493
B,Landings_t_,41G5,COD,2009,125.366
B,Landings_t_,41G4,COD,2009,84.206
B,Landings_t_,40H0,COD,2009,1580.762
B,Landings_t_,40G9,COD,2009,202.881
B,Landings_t_,40G8,COD,2009,566.2735
B,Landings_t_,40G7,COD,2009,177.333
B,Landings_t_,40G6,COD,2009,1040.4061
B,Landings_t_,40G5,COD,2009,961.2824
B,Landings_t_,40G4,COD,2009,2739.6024
B,Landings_t_,39H0,COD,2009,82.31
B,Landings_t_,39G9,COD,2009,11.474
B,Landings_t_,39G8,COD,2009,3897.1565
B,Landings_t_,39G7,COD,2009,3950.6481
B,Landings_t_,39G6,COD,2009,4022.1141
B,Landings_t_,39G5,COD,2009,7458.765
B,Landings_t_,39G4,COD,2009,2226.9844
B,Landings_t_,38G9,COD,2009,347.7676
B,Landings_t_,38G8,COD,2009,1625.1348
B,Landings_t_,38G7,COD,2009,570.6144
B,Landings_t_,38G6,COD,2009,1436.0988
B,Landings_t_,38G5,COD,2009,3978.9092
B,Landings_t_,37G9,COD,2009,579.16
B,Landings_t_,37G8,COD,2009,331.3008
B,Landings_t_,37G6,COD,2009,327.3081
B,Landings_t_,37G5,COD,2009,1305.9803
A,Landings_t_,41G2,COD,2009,240.322
A,Landings_t_,41G1,COD,2009,11.171
A,Landings_t_,41G0,COD,2009,0.704
A,Landings_t_,40G3,COD,2009,33.5467
A,Landings_t_,40G2,COD,2009,492.8576
A,Landings_t_,40G1,COD,2009,3.158
A,Landings_t_,40G0,COD,2009,115.298
A,Landings_t_,40F9,COD,2009,0.191
A,Landings_t_,39G4,COD,2009,2484.0402
A,Landings_t_,39G3,COD,2009,1224.5082
A,Landings_t_,39G2,COD,2009,300.058
A,Landings_t_,39G1,COD,2009,153.475
A,Landings_t_,39G0,COD,2009,270.813
A,Landings_t_,39F9,COD,2009,100.204
A,Landings_t_,38G4,COD,2009,3360.2451
A,Landings_t_,38G3,COD,2009,1692.299
A,Landings_t_,38G2,COD,2009,956.284
A,Landings_t_,38G1,COD,2009,113.466
A,Landings_t_,38G0,COD,2009,1237.843
A,Landings_t_,38F9,COD,2009,13.082
A,Landings_t_,37G4,COD,2009,331.4737
A,Landings_t_,37G3,COD,2009,341.941
A,Landings_t_,37G2,COD,2009,135.435
A,Landings_t_,37G1,COD,2009,1150.874
A,Landings_t_,37G0,COD,2009,75.03
A,Landings_t_,36G4,COD,2009,8.8597
28.2,Landings_t_,44H1,COD,2009,0.546
28.2,Landings_t_,43H1,COD,2009,6.191
28.2,Landings_t_,43H0,COD,2009,2.012
28.2,Landings_t_,42H1,COD,2009,27.867
28.2,Landings_t_,42H0,COD,2009,120.462
28.2,Landings_t_,42G8,COD,2009,11.232
C,Landings_t_,60H3,HER,2009,77.86
C,Landings_t_,60H2,HER,2009,54.527
C,Landings_t_,59H2,HER,2009,50.42
C,Landings_t_,59H1,HER,2009,10.164
C,Landings_t_,58H1,HER,2009,8.9
C,Landings_t_,57H1,HER,2009,2.885
C,Landings_t_,56H0,HER,2009,0.42
C,Landings_t_,55G9,HER,2009,58.238
C,Landings_t_,55G8,HER,2009,25.906
C,Landings_t_,54G8,HER,2009,30.407
C,Landings_t_,54G7,HER,2009,23.978
C,Landings_t_,53G8,HER,2009,80.03
C,Landings_t_,53G7,HER,2009,518.591
C,Landings_t_,52H0,HER,2009,460
C,Landings_t_,52G8,HER,2009,10.46
C,Landings_t_,52G7,HER,2009,203.136
C,Landings_t_,51H0,HER,2009,1080
C,Landings_t_,51G9,HER,2009,255
C,Landings_t_,51G8,HER,2009,179.99
C,Landings_t_,51G7,HER,2009,237.037
C,Landings_t_,50H0,HER,2009,290
C,Landings_t_,50G9,HER,2009,50
C,Landings_t_,50G8,HER,2009,133.771
C,Landings_t_,50G7,HER,2009,333.0887
C,Landings_t_,49H5,HER,2009,1.26
C,Landings_t_,49G8,HER,2009,48.447
C,Landings_t_,48H8,HER,2009,11
C,Landings_t_,48H7,HER,2009,870.373
C,Landings_t_,48H6,HER,2009,822.26
C,Landings_t_,48H5,HER,2009,1792.49
C,Landings_t_,48H4,HER,2009,3342.69
C,Landings_t_,48H3,HER,2009,248.895
C,Landings_t_,48H1,HER,2009,411.5
C,Landings_t_,48H0,HER,2009,80
C,Landings_t_,48G9,HER,2009,70
C,Landings_t_,47H7,HER,2009,37.24
C,Landings_t_,47H4,HER,2009,738.43
C,Landings_t_,47H3,HER,2009,3520.462
C,Landings_t_,47H2,HER,2009,1234.26
C,Landings_t_,47H1,HER,2009,1476.187
C,Landings_t_,47H0,HER,2009,331
C,Landings_t_,47G9,HER,2009,984.5
C,Landings_t_,46H3,HER,2009,1
C,Landings_t_,46H2,HER,2009,295.3
C,Landings_t_,46H1,HER,2009,1785.383
C,Landings_t_,46H0,HER,2009,1586.918
C,Landings_t_,46G9,HER,2009,1820.06
B,Landings_t_,48G8,HER,2009,0.232
B,Landings_t_,47G8,HER,2009,0.491
B,Landings_t_,46G8,HER,2009,954.513
B,Landings_t_,46G7,HER,2009,109.295
B,Landings_t_,45H3,HER,2009,950.9
B,Landings_t_,45H2,HER,2009,539.45
B,Landings_t_,45H1,HER,2009,957.568
B,Landings_t_,45H0,HER,2009,2405.764
B,Landings_t_,45G9,HER,2009,2926
B,Landings_t_,45G8,HER,2009,120
B,Landings_t_,45G7,HER,2009,1188.04
B,Landings_t_,45G6,HER,2009,2.084
B,Landings_t_,44H3,HER,2009,5125.908
B,Landings_t_,44H2,HER,2009,275
B,Landings_t_,44H1,HER,2009,136.1
B,Landings_t_,44H0,HER,2009,3177.6
B,Landings_t_,44G9,HER,2009,2815
B,Landings_t_,44G8,HER,2009,5.731
B,Landings_t_,44G7,HER,2009,4123.104
B,Landings_t_,44G6,HER,2009,65.708
B,Landings_t_,43H0,HER,2009,325.3
B,Landings_t_,43G9,HER,2009,1658.83
B,Landings_t_,43G8,HER,2009,2248.024
B,Landings_t_,43G7,HER,2009,542.784
B,Landings_t_,43G6,HER,2009,1446.815
B,Landings_t_,42H0,HER,2009,873.54
B,Landings_t_,42G9,HER,2009,2002.5
B,Landings_t_,42G8,HER,2009,2331.25
B,Landings_t_,42G7,HER,2009,75.505
B,Landings_t_,42G6,HER,2009,33.325
B,Landings_t_,41H1,HER,2009,10
B,Landings_t_,41H0,HER,2009,219.509
B,Landings_t_,41G9,HER,2009,596.297
B,Landings_t_,41G8,HER,2009,4805.157
B,Landings_t_,41G7,HER,2009,666.7454
B,Landings_t_,41G6,HER,2009,0.9415
B,Landings_t_,41G5,HER,2009,570.487
B,Landings_t_,41G4,HER,2009,1.316
B,Landings_t_,40H0,HER,2009,692.13
B,Landings_t_,40G9,HER,2009,285.05
B,Landings_t_,40G8,HER,2009,2239.7373
B,Landings_t_,40G7,HER,2009,1294.5762
B,Landings_t_,40G6,HER,2009,963.1084
B,Landings_t_,40G5,HER,2009,944.3501
B,Landings_t_,40G4,HER,2009,2107.172
B,Landings_t_,39H0,HER,2009,3
B,Landings_t_,39G9,HER,2009,520
B,Landings_t_,39G8,HER,2009,1788.3439
B,Landings_t_,39G7,HER,2009,1012.5534
B,Landings_t_,39G6,HER,2009,926.5073
B,Landings_t_,39G5,HER,2009,1249.5937
B,Landings_t_,39G4,HER,2009,1324.146
B,Landings_t_,38G9,HER,2009,350.7189
B,Landings_t_,38G8,HER,2009,1933.0941
B,Landings_t_,38G7,HER,2009,10.652
B,Landings_t_,38G6,HER,2009,1067.913
B,Landings_t_,38G5,HER,2009,3621.0286
B,Landings_t_,37G9,HER,2009,1605.7583
B,Landings_t_,37G8,HER,2009,269.608
B,Landings_t_,37G6,HER,2009,74.1077
B,Landings_t_,37G5,HER,2009,1952.075
A,Landings_t_,41G2,HER,2009,646.67
A,Landings_t_,40G3,HER,2009,0.53
A,Landings_t_,40G2,HER,2009,1116.9815
A,Landings_t_,40G1,HER,2009,0.008
A,Landings_t_,40G0,HER,2009,0.551
A,Landings_t_,39G4,HER,2009,1160.2364
A,Landings_t_,39G3,HER,2009,1901.9837
A,Landings_t_,39G2,HER,2009,2184.748
A,Landings_t_,39G1,HER,2009,32.82
A,Landings_t_,39G0,HER,2009,0.01
A,Landings_t_,39F9,HER,2009,2.009
A,Landings_t_,38G4,HER,2009,2740.7491
A,Landings_t_,38G3,HER,2009,6744.142
A,Landings_t_,38G2,HER,2009,2503.666
A,Landings_t_,38G1,HER,2009,30.426
A,Landings_t_,38G0,HER,2009,302.563
A,Landings_t_,38F9,HER,2009,0.702
A,Landings_t_,37G4,HER,2009,989.7875
A,Landings_t_,37G3,HER,2009,6193.82
A,Landings_t_,37G2,HER,2009,286.986
A,Landings_t_,37G1,HER,2009,1165.502
A,Landings_t_,37G0,HER,2009,30.612
A,Landings_t_,36G4,HER,2009,404.5285
28.2,Landings_t_,45H1,HER,2009,54.36
28.2,Landings_t_,45H0,HER,2009,18.15
28.2,Landings_t_,45G9,HER,2009,0.1
28.2,Landings_t_,44H1,HER,2009,922.897
28.2,Landings_t_,44H0,HER,2009,294.93
28.2,Landings_t_,44G9,HER,2009,0.5
28.2,Landings_t_,43H1,HER,2009,488.417
28.2,Landings_t_,43H0,HER,2009,488.84
28.2,Landings_t_,43G9,HER,2009,12.72
28.2,Landings_t_,42H1,HER,2009,2.47
28.2,Landings_t_,42H0,HER,2009,392.712
28.2,Landings_t_,42G9,HER,2009,26.28
28.2,Landings_t_,42G8,HER,2009,3.8
C,Landings_t_,52G7,SPR,2009,1.4
C,Landings_t_,49H5,SPR,2009,10.26
C,Landings_t_,49G8,SPR,2009,15
C,Landings_t_,48H8,SPR,2009,0.2
C,Landings_t_,48H7,SPR,2009,133.145
C,Landings_t_,48H6,SPR,2009,1454.6
C,Landings_t_,48H5,SPR,2009,3929.39
C,Landings_t_,48H4,SPR,2009,9526.41
C,Landings_t_,48H3,SPR,2009,1258.52
C,Landings_t_,48H1,SPR,2009,568.5
C,Landings_t_,48H0,SPR,2009,95
C,Landings_t_,48G9,SPR,2009,100
C,Landings_t_,47H7,SPR,2009,2.65
C,Landings_t_,47H4,SPR,2009,1956.335
C,Landings_t_,47H3,SPR,2009,13076.846
C,Landings_t_,47H2,SPR,2009,7804.105
C,Landings_t_,47H1,SPR,2009,6254.734
C,Landings_t_,47H0,SPR,2009,5672.112
C,Landings_t_,47G9,SPR,2009,1537.0558
C,Landings_t_,46H3,SPR,2009,24.2
C,Landings_t_,46H2,SPR,2009,618.9
C,Landings_t_,46H1,SPR,2009,6519.419
C,Landings_t_,46H0,SPR,2009,9798.49
C,Landings_t_,46G9,SPR,2009,5673.0611
B,Landings_t_,46G8,SPR,2009,2352.245
B,Landings_t_,46G7,SPR,2009,50
B,Landings_t_,45H3,SPR,2009,452.415
B,Landings_t_,45H1,SPR,2009,3621.875
B,Landings_t_,45H0,SPR,2009,8373.6599
B,Landings_t_,45G9,SPR,2009,10650.1776
B,Landings_t_,45G8,SPR,2009,1354.0592
B,Landings_t_,45G7,SPR,2009,4854.8859
B,Landings_t_,44H3,SPR,2009,64.95
B,Landings_t_,44H2,SPR,2009,7.7
B,Landings_t_,44H1,SPR,2009,757.686
B,Landings_t_,44H0,SPR,2009,5406.863
B,Landings_t_,44G9,SPR,2009,11530.8653
B,Landings_t_,44G8,SPR,2009,247.2528
B,Landings_t_,44G7,SPR,2009,11652.9428
B,Landings_t_,44G6,SPR,2009,69.1
B,Landings_t_,43H1,SPR,2009,19
B,Landings_t_,43H0,SPR,2009,4876.0642
B,Landings_t_,43G9,SPR,2009,9671.5645
B,Landings_t_,43G8,SPR,2009,4227.122
B,Landings_t_,43G7,SPR,2009,2646.2551
B,Landings_t_,43G6,SPR,2009,1567.13
B,Landings_t_,42H0,SPR,2009,2667.657
B,Landings_t_,42G9,SPR,2009,12009.6691
B,Landings_t_,42G8,SPR,2009,8074.4307
B,Landings_t_,42G7,SPR,2009,241.5657
B,Landings_t_,42G6,SPR,2009,4.06
B,Landings_t_,41H1,SPR,2009,80.93
B,Landings_t_,41H0,SPR,2009,3677.301
B,Landings_t_,41G9,SPR,2009,8151.3813
B,Landings_t_,41G8,SPR,2009,10669.1252
B,Landings_t_,41G7,SPR,2009,386.2606
B,Landings_t_,41G6,SPR,2009,47.128
B,Landings_t_,41G5,SPR,2009,17
B,Landings_t_,40H0,SPR,2009,2779.417
B,Landings_t_,40G9,SPR,2009,1666.639
B,Landings_t_,40G8,SPR,2009,8939.4308
B,Landings_t_,40G7,SPR,2009,698.9036
B,Landings_t_,40G6,SPR,2009,817.7684
B,Landings_t_,40G5,SPR,2009,4809.8108
B,Landings_t_,40G4,SPR,2009,3494.055
B,Landings_t_,39H0,SPR,2009,7.2
B,Landings_t_,39G9,SPR,2009,2884.9949
B,Landings_t_,39G8,SPR,2009,13604.8306
B,Landings_t_,39G7,SPR,2009,3344.9679
B,Landings_t_,39G6,SPR,2009,2491.4595
B,Landings_t_,39G5,SPR,2009,23430.4856
B,Landings_t_,39G4,SPR,2009,1608.69
B,Landings_t_,38G9,SPR,2009,4684.8733
B,Landings_t_,38G8,SPR,2009,17187.2679
B,Landings_t_,38G6,SPR,2009,449.7568
B,Landings_t_,38G5,SPR,2009,13312.8876
B,Landings_t_,37G9,SPR,2009,2070.5132
B,Landings_t_,37G8,SPR,2009,674.409
B,Landings_t_,37G5,SPR,2009,320.3005
A,Landings_t_,40G4,SPR,2009,225.4255
A,Landings_t_,40G0,SPR,2009,474.45
A,Landings_t_,40F9,SPR,2009,395.198
A,Landings_t_,39G4,SPR,2009,1076.9492
